employee_id,department,job_level,education,performance_score,engagement_score,years_experience,years_at_company,leadership_trait_score,peer_feedback_score,manager_feedback_score,innovation_score,learning_hours,projects_led,promotion_last_3yrs,absenteeism_days,attrition_risk_score,future_leader
EMP10207,Operations,Mid,Bachelor,67.5,56.4,5.2,1.5,64.3,2.35,3.03,75.6,19.2,2,1,6,35.0,0
EMP10208,Sales,Mid,PhD,69.1,63.9,0.8,0.6,55.0,3.61,3.72,58.4,30.5,0,0,6,18.8,0
EMP10209,Finance,Mid,Bachelor,64.0,62.1,4.8,3.1,64.3,4.64,4.45,68.8,27.2,3,0,6,10.2,0
EMP10210,Operations,Mid,Master,58.6,89.8,4.0,1.3,90.5,4.79,,59.3,29.7,2,0,6,18.2,0
EMP10211,Finance,Mid,Bachelor,56.5,62.0,9.5,5.9,48.1,,3.49,78.8,31.7,0,1,6,57.7,0
EMP10212,Engineering,Junior,Diploma,46.3,81.5,0.0,0.0,45.3,4.98,2.78,43.7,35.9,4,0,6,45.5,0
EMP10213,Marketing,Junior,PhD,60.4,69.8,0.0,0.0,56.4,3.67,4.41,51.8,21.6,0,1,6,15.0,0
EMP10214,Operations,Manager,Bachelor,78.9,69.5,15.4,4.2,72.0,4.32,3.69,72.3,51.0,5,0,6,26.8,1
EMP10215,Operations,Mid,Master,54.4,59.1,9.0,4.8,76.7,3.41,,84.6,66.6,2,0,6,47.8,0
EMP10216,Sales,Manager,Bachelor,57.0,69.2,11.4,3.0,74.1,3.37,3.81,29.8,24.4,2,0,6,22.3,0
EMP10217,Sales,Junior,Master,91.7,60.1,1.6,0.5,84.5,3.26,2.91,87.0,77.2,1,0,6,35.6,0
EMP10218,Product,Mid,Master,65.0,72.2,7.4,2.1,43.3,,3.03,62.8,22.3,5,0,6,39.2,0
EMP10219,HR,Junior,PhD,75.5,66.9,0.0,0.0,84.6,4.54,2.73,34.9,30.8,1,1,6,40.0,1
EMP10220,Engineering,Mid,Bachelor,79.1,57.7,1.9,0.7,63.6,3.28,3.0,17.0,27.3,3,0,6,39.2,0
EMP10221,Finance,Junior,Bachelor,79.3,82.9,2.4,1.0,78.2,3.18,4.7,40.5,30.2,2,1,6,18.3,1
EMP10222,Operations,Junior,Master,55.3,75.5,6.4,2.6,49.5,2.93,3.24,64.7,48.3,1,1,6,21.5,0
EMP10223,Product,Lead,Master,69.5,64.2,10.0,7.8,68.1,3.57,4.08,63.9,26.6,3,0,6,13.0,1
EMP10224,Engineering,Mid,Bachelor,54.2,71.9,6.2,3.5,71.3,4.85,3.16,75.1,15.5,3,0,6,4.0,0
EMP10225,Product,Senior,Bachelor,98.9,68.9,11.5,9.2,84.2,5.0,4.28,56.2,21.4,3,0,6,30.5,1
EMP10226,Sales,Mid,Bachelor,54.5,58.7,10.6,4.2,45.8,2.62,,47.3,26.6,1,0,6,49.1,0
EMP10227,Finance,Mid,PhD,60.5,70.9,4.7,1.3,68.4,3.47,3.78,58.4,32.2,3,1,6,7.4,0
EMP10228,Operations,Mid,Bachelor,60.6,61.9,6.0,3.4,52.8,3.03,3.79,65.5,19.3,2,1,6,38.8,0
EMP10229,Sales,Junior,Bachelor,55.5,57.7,7.0,3.0,75.1,4.34,5.0,68.7,20.4,2,1,6,48.7,0
EMP10230,Sales,Manager,Diploma,86.9,48.9,9.7,7.0,78.9,3.89,4.19,52.4,32.8,1,0,6,3.1,0
EMP10231,HR,Lead,Bachelor,98.6,65.3,13.3,10.3,86.0,3.29,3.33,79.4,33.3,4,0,6,28.4,1
EMP10232,Product,Senior,Master,66.8,77.4,6.8,3.4,60.5,3.75,4.23,55.1,45.0,3,0,6,60.7,0
EMP10233,Finance,Mid,Bachelor,57.5,61.0,6.2,5.2,81.0,3.39,5.0,51.1,21.3,1,1,6,44.0,0
EMP10234,Product,Junior,PhD,47.4,99.0,2.5,1.4,87.1,4.75,2.61,56.3,37.7,2,0,6,1.0,1
EMP10235,Marketing,Lead,,69.3,81.5,8.9,3.3,45.0,4.06,3.16,82.2,27.4,3,0,6,42.2,0
EMP10236,HR,Mid,PhD,68.5,,3.8,2.0,76.6,4.14,3.58,62.9,22.9,0,0,6,15.9,0
EMP10237,Marketing,Junior,Bachelor,64.8,80.3,3.6,0.8,81.4,1.97,3.46,53.9,27.8,5,0,6,43.0,0
EMP10238,Sales,Mid,Master,74.4,94.1,8.2,5.9,64.4,3.66,3.52,79.8,29.8,0,0,6,15.6,0
EMP10239,Sales,Senior,Master,76.3,59.8,8.7,2.3,51.0,5.0,2.84,99.0,14.6,4,0,6,33.3,0
EMP10240,Marketing,Senior,,75.6,36.7,9.2,3.7,81.2,4.56,4.73,68.4,15.2,2,1,6,28.7,0
EMP10241,Marketing,Senior,Bachelor,68.5,64.2,10.3,5.8,51.2,2.5,2.75,84.7,40.2,2,1,6,33.5,0
EMP10242,Engineering,Senior,Bachelor,59.9,77.3,6.9,1.6,65.5,3.5,3.61,81.6,24.0,6,0,6,20.9,0
EMP10243,Finance,Junior,Diploma,79.3,72.0,4.6,1.2,67.4,2.92,4.48,55.3,32.3,2,1,6,28.0,0
EMP10244,Operations,Lead,Master,,73.6,12.8,8.4,78.0,4.81,3.73,65.4,39.6,1,0,6,10.6,0
EMP10245,Marketing,Mid,Master,81.8,87.2,11.7,2.9,59.2,3.86,3.06,44.5,27.9,1,1,6,38.1,0
EMP10246,Operations,Senior,Master,80.7,75.0,8.2,4.2,58.4,3.2,2.81,61.7,38.0,4,0,6,34.7,0
EMP10247,HR,Junior,Master,56.4,80.4,2.0,0.8,69.4,3.72,3.59,55.0,29.9,3,0,6,1.4,1
EMP10248,Engineering,Manager,Bachelor,56.2,57.8,14.7,5.1,82.1,2.01,3.22,58.6,30.6,7,0,6,52.5,0
EMP10249,HR,Mid,Bachelor,63.7,55.8,7.8,2.5,99.0,2.99,3.89,53.0,50.2,1,0,6,31.8,0
EMP10250,Operations,Junior,Master,60.4,91.0,1.8,1.3,46.9,3.72,2.77,60.4,26.4,2,0,6,31.5,0
EMP10251,Marketing,Mid,Bachelor,80.3,71.3,5.1,4.2,72.4,4.25,4.32,73.5,40.4,0,1,6,45.9,1
EMP10252,HR,Junior,PhD,75.9,61.9,4.2,1.2,52.8,2.44,3.83,63.1,13.1,1,1,6,39.8,0
EMP10253,Engineering,Junior,Master,84.1,61.9,1.2,1.0,82.3,3.45,3.88,35.2,31.7,2,0,6,54.8,1
EMP10254,Engineering,Senior,Bachelor,76.4,61.6,8.1,4.8,54.9,4.36,4.76,53.1,56.4,1,0,6,28.6,0
EMP10255,Operations,Mid,Master,74.3,60.8,6.2,3.8,58.6,2.76,3.44,40.7,80.0,3,1,6,52.7,1
EMP10256,Marketing,Lead,Bachelor,85.2,53.3,13.2,8.7,59.8,3.85,3.24,68.9,13.5,2,0,6,37.6,0
EMP10257,Sales,Mid,Diploma,77.2,50.5,4.7,3.1,66.9,3.74,3.37,73.1,24.0,1,0,6,45.0,0
EMP10258,Sales,Senior,Diploma,72.7,67.5,4.9,3.6,72.5,4.81,3.62,69.1,17.1,2,0,6,40.1,0
EMP10259,Finance,Mid,Diploma,88.3,62.3,1.8,0.9,74.8,3.55,3.69,52.4,26.9,4,0,6,56.1,0
EMP10260,Sales,Senior,Bachelor,73.3,84.4,6.2,3.4,67.9,3.59,3.17,68.9,43.6,1,0,6,42.8,0
EMP10261,Marketing,Senior,Bachelor,68.7,73.8,6.1,2.5,49.4,4.26,2.33,57.5,51.1,6,0,6,23.7,1
EMP10262,Engineering,Mid,Bachelor,62.8,73.4,5.7,1.5,78.2,2.84,3.36,46.8,51.9,5,0,6,20.2,1
EMP10263,Sales,Manager,Bachelor,79.7,60.3,10.4,6.6,67.3,3.56,4.0,76.9,12.8,2,1,6,33.3,0
EMP10264,Product,Mid,Bachelor,85.6,68.4,4.5,1.0,84.3,3.4,3.85,78.1,29.5,4,1,6,19.0,1
EMP10265,Engineering,Junior,Bachelor,71.4,74.7,1.3,0.5,58.1,3.61,4.59,80.2,21.0,1,0,6,12.6,0
EMP10266,Engineering,Senior,Diploma,86.4,79.3,8.0,2.1,45.6,4.25,5.0,55.3,26.1,2,0,6,1.0,0
EMP10267,Sales,Lead,Bachelor,50.3,68.8,13.9,4.5,67.5,4.06,4.28,83.9,22.6,6,1,6,4.7,1
EMP10268,Sales,Junior,Bachelor,71.4,84.0,4.5,2.8,86.1,3.21,4.72,57.1,13.2,0,1,6,65.6,0
EMP10269,Sales,Mid,PhD,71.6,70.1,6.0,3.7,70.3,3.79,4.29,75.5,51.3,2,0,6,20.6,1
EMP10270,Sales,Lead,Master,64.0,80.3,10.0,4.7,65.2,4.67,4.95,56.8,19.4,1,0,6,64.8,0
EMP10271,Engineering,Senior,,98.2,63.6,8.0,2.1,55.8,3.16,5.0,61.4,21.3,2,1,6,40.8,0
EMP10272,Sales,Manager,Master,71.3,46.4,13.7,6.6,92.6,3.79,4.42,26.3,56.5,0,0,6,35.8,0
EMP10273,Finance,Mid,PhD,67.5,73.5,7.3,3.1,53.6,3.57,4.24,60.2,11.8,3,0,6,4.8,1
EMP10274,Operations,Senior,Master,72.3,79.4,7.0,4.7,57.8,3.66,3.61,66.5,35.7,4,1,6,30.8,0
EMP10275,HR,Mid,Master,50.0,77.5,6.1,3.5,76.0,2.64,3.72,58.4,46.6,3,1,6,65.1,0
EMP10276,Engineering,Manager,Master,63.6,75.5,8.5,4.4,42.0,4.62,3.51,93.1,54.3,3,1,6,59.4,0
EMP10277,Finance,Mid,Bachelor,82.8,65.5,6.5,3.4,85.8,3.2,4.18,46.4,34.5,2,0,6,38.1,1
EMP10278,Marketing,Senior,Bachelor,65.1,59.5,10.7,8.9,76.7,4.37,3.25,56.0,40.8,5,1,6,13.6,1
EMP10279,Marketing,Mid,Bachelor,62.9,77.2,5.4,3.7,80.6,3.3,3.62,50.5,46.5,0,1,6,13.9,0
EMP10280,Sales,Mid,Bachelor,86.4,75.5,10.0,5.2,75.8,3.29,2.1,56.0,27.1,1,0,6,16.1,0
EMP10281,Engineering,Senior,Master,86.7,62.7,7.1,3.6,65.7,4.49,4.96,81.5,17.9,2,0,6,56.7,0
EMP10282,Engineering,Mid,Bachelor,77.7,84.4,6.5,1.4,53.1,4.35,3.6,88.6,58.6,4,0,6,59.2,0
EMP10283,Engineering,Lead,Bachelor,67.0,58.5,10.9,8.9,66.0,3.84,4.07,53.8,38.7,2,0,6,38.0,0
EMP10284,Finance,Mid,Bachelor,69.4,62.4,5.8,2.4,54.3,4.19,4.77,53.4,29.5,2,0,6,28.3,0
EMP10285,HR,Senior,PhD,63.2,91.3,8.7,3.2,74.8,3.51,3.96,46.5,13.6,2,0,6,56.4,0
EMP10286,Sales,Mid,Bachelor,61.1,81.3,6.2,5.3,79.3,3.69,4.76,85.9,7.3,1,0,6,12.8,0
EMP10287,Engineering,Mid,Master,60.5,65.3,7.9,5.3,88.7,3.27,2.88,82.9,35.3,1,0,6,34.2,0
EMP10288,Finance,Mid,PhD,65.2,73.7,9.0,2.1,73.2,4.29,5.0,63.3,6.9,1,0,6,40.1,0
EMP10289,Sales,Junior,Bachelor,60.6,72.0,3.0,0.7,80.9,3.25,4.51,42.7,29.3,1,0,6,16.5,1
EMP10290,Marketing,Junior,Master,54.8,34.3,4.8,1.0,63.8,4.67,3.9,44.1,19.9,2,1,6,27.4,0
EMP10291,Sales,Senior,Bachelor,74.4,58.2,7.5,4.4,61.3,3.49,4.75,67.7,22.6,2,1,6,21.7,1
EMP10292,Product,Senior,Bachelor,74.6,69.3,10.7,2.6,74.6,3.71,2.93,73.8,52.2,4,0,6,58.0,0
EMP10293,Sales,Senior,Master,90.7,65.4,7.3,5.9,62.6,4.19,3.55,31.9,20.0,0,0,6,67.7,0
EMP10294,Marketing,Junior,Diploma,64.6,73.2,5.4,4.4,71.8,3.72,4.76,59.9,30.0,0,1,6,33.9,0
EMP10295,Product,Mid,Bachelor,75.3,,10.9,6.0,53.1,3.51,2.44,90.9,20.0,4,0,6,24.9,0
EMP10296,Product,Junior,Master,75.4,65.8,2.7,1.6,55.7,3.68,4.14,61.5,33.7,1,1,6,22.4,0
EMP10297,Marketing,Senior,Bachelor,69.2,56.3,4.2,1.6,76.9,4.28,4.12,88.8,31.4,3,1,6,34.9,1
EMP10298,Marketing,Lead,Master,,74.2,9.8,2.4,80.4,3.27,5.0,75.4,29.3,2,0,6,21.7,1
EMP10299,Operations,Junior,Master,80.5,65.8,5.7,3.9,54.2,3.62,2.64,47.7,46.6,2,0,6,31.4,0
EMP10300,Marketing,Senior,Master,75.6,68.0,10.2,2.7,77.4,3.71,4.88,60.3,11.9,1,0,6,40.2,0
EMP10301,Sales,Junior,Master,69.2,66.2,3.5,0.9,60.5,4.26,3.36,62.9,10.0,2,0,6,25.8,0
EMP10302,Finance,Mid,Bachelor,68.1,99.0,8.2,3.3,68.2,3.64,3.44,49.8,15.0,2,0,6,23.8,0
EMP10303,Finance,Junior,Master,57.0,40.9,4.1,0.9,87.8,4.88,2.89,49.5,31.5,0,1,6,34.3,0
EMP10304,Marketing,Mid,Master,63.1,65.0,8.7,4.2,79.3,3.6,2.99,89.1,36.6,2,0,6,27.6,0
EMP10305,HR,Senior,Master,65.2,70.0,11.0,7.3,79.1,3.55,4.03,49.4,4.3,2,0,6,24.5,0
EMP10306,HR,Lead,Bachelor,59.6,59.8,14.3,10.3,94.7,3.59,2.97,82.3,36.3,2,0,6,48.0,0
EMP10307,Operations,Junior,Bachelor,76.8,81.7,3.8,2.3,58.1,2.84,4.27,58.0,63.5,2,0,6,1.0,1
EMP10308,Engineering,Mid,Bachelor,85.2,80.6,8.0,6.0,54.2,3.03,3.29,64.6,24.3,3,0,6,58.8,0
EMP10309,Sales,Senior,Bachelor,62.0,69.4,8.3,3.9,57.9,3.36,2.9,74.0,59.3,2,0,6,34.9,0
EMP10310,HR,Manager,Bachelor,75.1,66.5,11.7,8.8,64.4,4.44,3.38,55.4,35.0,1,0,6,44.0,0
EMP10311,HR,Senior,Bachelor,60.6,68.5,12.8,6.8,35.0,3.68,,74.1,56.0,1,1,6,45.7,0
EMP10312,Engineering,Mid,Master,68.6,68.6,6.5,2.2,65.1,3.38,3.56,32.3,50.9,3,0,6,19.9,0
EMP10313,Engineering,Senior,Bachelor,64.4,69.0,10.8,8.8,60.4,4.5,3.77,72.0,24.3,4,0,6,16.1,0
EMP10314,Engineering,Mid,PhD,78.6,67.6,6.3,2.4,79.0,4.71,4.24,25.5,43.7,3,1,6,14.3,1
EMP10315,Engineering,Manager,Master,64.5,73.3,11.7,2.5,72.9,4.52,,61.4,24.3,6,1,6,27.4,1
EMP10316,Engineering,Mid,Master,83.1,,6.0,2.1,59.6,3.15,3.53,78.7,62.9,2,1,6,43.2,1
EMP10317,Operations,Senior,Bachelor,69.3,54.0,12.2,5.3,76.3,3.38,3.02,75.0,25.5,1,0,6,24.8,0
EMP10318,Engineering,Junior,Bachelor,64.9,56.3,4.2,1.8,78.1,4.88,3.8,44.2,37.4,1,1,6,45.8,1
EMP10319,Product,Mid,Master,58.2,47.3,2.2,1.2,57.2,3.86,,46.3,68.7,0,0,6,1.0,0
EMP10320,Product,Lead,Diploma,74.8,81.3,10.5,8.1,61.1,3.53,2.73,54.0,38.2,0,0,6,23.4,0
EMP10321,Finance,Senior,Bachelor,,73.3,12.9,5.0,36.8,4.17,3.13,68.0,23.0,3,1,6,52.8,0
EMP10322,Engineering,Mid,Master,75.0,76.6,5.5,3.0,52.7,4.35,3.25,32.5,14.0,3,0,6,28.1,0
EMP10323,Finance,Manager,Master,96.6,51.4,9.0,3.8,57.6,3.33,3.6,64.8,11.9,2,1,6,20.8,0
EMP10324,Marketing,Lead,Master,87.7,93.2,15.2,11.2,69.0,3.84,3.22,70.0,36.2,3,0,6,16.4,1
EMP10325,Operations,Mid,Bachelor,68.6,62.1,7.5,2.3,54.8,4.3,4.24,60.5,27.8,3,0,6,1.0,1
EMP10326,Marketing,Mid,Master,68.5,72.2,5.8,1.6,60.8,2.95,2.63,73.4,15.1,2,0,6,13.8,0
EMP10327,Finance,Mid,Bachelor,77.2,81.1,5.2,2.7,50.8,3.71,2.64,68.6,41.4,1,1,6,49.4,0
EMP10328,Operations,Senior,Diploma,62.8,57.2,11.4,7.3,70.4,2.98,,56.3,41.1,4,1,6,24.2,1
EMP10329,Engineering,Mid,,84.8,62.9,4.8,3.4,74.0,3.06,3.63,34.0,27.6,1,0,6,25.3,0
EMP10330,Operations,Junior,Bachelor,76.0,72.3,5.5,3.2,73.6,3.33,2.73,67.1,57.2,0,0,6,1.0,0
EMP10331,Engineering,Lead,Diploma,74.8,,12.2,8.6,68.2,4.01,3.33,49.8,10.6,1,0,6,1.0,0
EMP10332,Operations,Lead,Bachelor,79.6,73.9,11.5,5.2,46.4,3.49,3.47,55.7,23.4,2,0,6,53.1,0
EMP10333,Marketing,Lead,Bachelor,91.0,90.9,11.3,2.5,59.3,3.28,3.47,72.7,38.1,1,1,6,39.7,0
EMP10334,Sales,Manager,Bachelor,73.9,85.7,12.6,3.5,62.3,3.73,3.86,87.7,16.2,0,0,6,6.2,0
EMP10335,Operations,Senior,Bachelor,70.8,74.8,11.3,2.5,62.4,2.95,3.29,64.4,43.4,8,0,6,20.2,1
EMP10336,Sales,Senior,Bachelor,88.6,57.1,7.1,2.9,69.0,3.98,4.78,73.9,49.7,2,0,6,34.2,0
EMP10337,Operations,Senior,Bachelor,82.6,83.8,5.4,2.8,88.0,4.44,4.09,41.9,5.6,4,0,6,8.4,1
EMP10338,Sales,Mid,Master,68.5,50.5,7.4,3.2,,3.65,3.19,68.9,58.1,1,1,6,1.0,0
EMP10339,Product,Mid,Master,72.1,90.8,7.4,4.2,54.2,3.57,3.82,64.0,37.0,3,0,6,25.8,0
EMP10340,Sales,Junior,Bachelor,74.1,72.6,4.1,2.1,77.5,3.94,3.84,84.7,22.0,2,0,6,42.2,0
EMP10341,Product,Senior,Master,76.0,35.5,9.9,6.3,77.0,2.38,4.6,56.4,12.5,1,1,6,49.3,0
EMP10342,Marketing,Mid,Bachelor,57.1,65.6,5.3,3.4,56.7,4.05,3.33,61.1,46.3,4,0,6,48.9,0
EMP10343,Finance,Mid,Diploma,55.0,78.5,7.7,3.1,79.9,5.0,4.29,81.9,14.7,6,1,6,2.9,1
EMP10344,Marketing,Mid,Bachelor,62.2,66.9,5.9,2.5,65.8,3.62,3.78,63.5,37.0,1,0,6,34.0,0
EMP10345,Marketing,Mid,Master,61.4,79.3,4.9,2.8,,3.62,4.79,47.3,15.0,2,0,6,25.9,0
EMP10346,Product,Junior,Bachelor,64.9,58.9,2.3,1.4,74.4,4.18,4.65,99.0,29.0,5,1,6,32.8,0
EMP10347,Engineering,Lead,,79.0,53.0,15.4,6.2,71.0,4.77,3.89,47.7,45.3,2,0,6,31.6,0
EMP10348,Finance,Lead,Bachelor,70.1,,7.2,3.0,64.8,4.33,3.57,64.0,22.2,3,0,6,20.7,1
EMP10349,Sales,Junior,,74.2,,4.1,2.7,67.5,2.3,4.1,70.5,57.9,2,0,6,1.0,0
EMP10350,Operations,Junior,,58.5,65.5,0.0,0.0,57.9,4.07,3.62,69.3,38.6,1,0,6,54.1,0
EMP10351,Engineering,Mid,Diploma,66.9,86.0,5.8,1.7,76.5,5.0,4.93,62.0,16.2,4,1,6,35.5,1
EMP10352,Finance,Senior,Master,78.5,58.9,8.0,3.9,67.4,4.1,3.8,62.0,13.1,2,0,6,7.7,0
EMP10353,Finance,Lead,,78.5,74.1,6.4,5.0,70.3,2.95,3.47,61.2,18.7,2,0,6,40.2,0
EMP10354,HR,Junior,PhD,64.0,70.9,3.9,0.9,73.0,3.88,3.43,47.1,28.3,0,0,6,24.2,0
EMP10355,Finance,Senior,Diploma,73.8,49.8,8.2,6.2,51.8,2.87,2.9,99.0,60.6,2,0,6,28.5,0
EMP10356,Marketing,Junior,Bachelor,96.2,52.9,0.0,0.0,55.5,4.5,4.14,61.5,66.3,0,1,6,21.6,1
EMP10357,Marketing,Mid,Bachelor,71.8,70.2,7.8,4.1,37.1,3.08,3.18,74.6,21.7,3,0,6,42.0,0
EMP10358,Finance,Manager,Bachelor,64.4,95.8,16.2,7.7,75.9,3.75,4.52,59.6,21.3,5,1,6,13.4,1
EMP10359,Finance,Junior,Bachelor,70.1,77.5,6.3,1.3,51.0,3.14,2.84,59.3,41.8,4,0,6,11.3,1
EMP10360,Product,Junior,Master,73.0,47.6,3.8,3.0,,3.34,3.84,57.7,41.6,3,0,6,56.8,0
EMP10361,Sales,Mid,Diploma,70.3,29.6,6.1,3.0,73.2,4.67,4.56,40.2,53.4,3,0,6,36.5,0
EMP10362,Sales,Senior,Diploma,71.7,79.5,11.9,9.8,76.4,3.77,2.24,62.4,54.1,5,0,6,28.0,1
EMP10363,Sales,Manager,Master,56.1,68.7,16.7,6.5,51.1,3.34,5.0,58.5,18.0,2,1,6,45.1,0
EMP10364,Operations,Manager,Master,61.4,84.8,15.5,11.8,67.1,2.96,3.45,83.7,11.6,6,0,6,17.7,0
EMP10365,HR,Junior,PhD,70.4,58.6,0.9,0.7,,2.48,3.85,45.9,38.9,0,0,6,26.0,0
EMP10366,Marketing,Junior,Diploma,70.2,74.6,3.4,1.9,92.0,2.89,4.15,55.8,32.3,3,1,6,37.1,1
EMP10367,Operations,Senior,Bachelor,65.8,81.0,10.0,3.3,81.8,3.77,4.26,50.6,8.2,5,0,6,2.7,1
EMP10368,Engineering,Mid,Master,70.1,64.2,2.0,1.3,72.7,4.34,3.94,88.1,11.4,4,0,6,37.4,0
EMP10369,Product,Lead,PhD,72.7,64.5,12.0,6.7,53.9,3.34,4.45,51.1,37.9,5,1,6,19.8,1
EMP10370,Marketing,Senior,Bachelor,81.8,70.3,14.0,11.4,78.1,4.72,4.11,74.0,27.0,2,0,6,47.7,1
EMP10371,Engineering,Junior,Bachelor,70.9,77.1,4.4,2.1,65.8,3.23,4.98,80.5,38.4,2,1,6,41.0,1
EMP10372,Engineering,Lead,Diploma,76.4,69.8,14.2,5.3,75.8,3.55,4.12,62.7,15.6,2,1,6,39.9,1
EMP10373,Engineering,Junior,Diploma,66.0,82.7,3.4,1.0,59.1,3.0,5.0,43.0,39.8,0,0,6,1.2,0
EMP10374,Sales,Mid,Diploma,78.3,64.0,5.8,3.8,65.6,4.34,4.38,43.2,34.4,1,0,6,31.6,0
EMP10375,Sales,Mid,Master,76.1,52.7,6.8,5.7,70.3,5.0,,78.8,41.2,2,0,6,14.3,0
EMP10376,Product,Mid,Bachelor,81.5,,4.2,0.9,71.4,2.55,5.0,44.8,22.5,1,1,6,27.1,1
EMP10377,HR,Senior,Bachelor,79.8,62.1,6.9,4.7,74.9,3.47,3.35,71.3,20.0,3,0,6,1.0,0
EMP10378,HR,Senior,Master,78.5,62.6,11.8,9.5,59.9,4.52,4.8,66.8,12.5,2,1,6,6.0,1
EMP10379,Operations,Manager,Master,70.9,69.1,16.0,4.0,49.2,2.76,3.77,71.0,24.6,4,0,6,54.0,0
EMP10380,Finance,Manager,Master,74.7,70.9,10.8,2.9,90.7,4.07,4.49,72.5,48.6,4,0,6,38.9,1
EMP10381,Product,Mid,Master,83.7,65.0,8.1,5.3,,4.49,3.27,50.1,55.3,1,0,6,26.9,1
EMP10382,Marketing,Junior,Bachelor,64.8,69.8,2.8,1.7,74.3,3.75,4.19,49.4,14.8,2,0,6,16.1,0
EMP10383,HR,Senior,Master,65.1,69.5,9.7,2.4,49.5,,3.57,76.4,28.2,4,0,6,13.0,0
EMP10384,Engineering,Manager,Bachelor,74.0,72.3,14.0,10.4,57.2,4.84,4.86,54.9,61.1,2,0,6,35.6,1
EMP10385,Product,Mid,Bachelor,76.6,39.4,8.2,4.4,75.1,4.97,4.06,21.0,65.2,1,1,6,31.7,0
EMP10386,Operations,Mid,Bachelor,62.9,94.5,6.2,4.9,86.8,3.66,4.41,75.4,24.0,1,0,6,55.8,0
EMP10387,Product,Mid,Bachelor,71.2,68.1,9.1,7.0,51.0,3.35,2.24,48.4,50.8,2,0,6,29.4,0
EMP10388,Sales,Junior,PhD,71.0,77.5,3.7,2.7,66.3,3.1,3.69,72.5,46.5,3,0,6,32.1,0
EMP10389,Marketing,Senior,Bachelor,47.6,52.1,10.4,5.6,70.7,,4.04,87.3,44.6,3,0,6,10.6,0
EMP10390,Operations,Mid,Bachelor,69.6,63.9,4.2,1.5,80.1,2.81,3.91,65.3,10.5,2,0,6,27.0,0
EMP10391,Sales,Senior,Master,70.3,61.3,13.7,7.2,63.2,3.54,4.42,80.9,21.0,3,0,6,37.2,0
EMP10392,Finance,Lead,Master,70.2,89.1,12.0,3.2,46.1,3.77,3.49,67.5,26.7,4,0,6,22.3,1
EMP10393,Operations,Lead,Bachelor,87.6,62.4,12.6,7.9,76.7,3.37,3.78,90.4,26.3,1,0,6,25.0,1
EMP10394,Sales,Mid,Bachelor,58.6,79.9,2.5,0.7,83.7,3.88,4.58,48.0,28.1,2,0,6,36.5,0
EMP10395,HR,Mid,Bachelor,62.9,61.5,4.2,2.2,66.8,5.0,2.15,64.9,68.7,1,0,6,61.2,0
EMP10396,Marketing,Senior,Master,,64.1,11.7,2.8,73.7,3.62,4.16,75.8,24.5,2,0,6,36.1,0
EMP10397,Engineering,Senior,Bachelor,66.7,66.8,9.6,3.8,61.4,3.42,3.52,62.0,35.2,6,0,6,53.6,0
EMP10398,HR,Mid,Bachelor,67.6,86.7,1.8,0.6,56.2,4.36,3.11,83.4,34.6,1,1,6,40.6,1
EMP10399,HR,Lead,Bachelor,66.4,45.4,13.3,8.0,82.4,3.86,3.99,58.1,28.3,2,0,6,56.3,0
EMP10400,Engineering,Junior,Master,84.2,52.9,1.8,1.3,73.4,4.64,4.61,98.1,15.3,0,0,6,24.5,1
EMP10401,Product,Lead,Bachelor,81.5,44.7,14.1,3.3,74.9,3.81,4.48,99.0,30.2,2,1,6,33.2,1
EMP10402,Marketing,Junior,PhD,72.9,55.9,2.8,2.1,89.0,3.54,,69.5,8.1,0,1,6,31.3,0
EMP10403,Sales,Junior,Bachelor,67.9,59.4,3.5,2.7,53.2,2.54,4.36,73.8,37.0,1,0,6,44.1,0
EMP10404,Product,Mid,Master,83.3,49.0,8.6,3.6,60.3,2.65,4.36,84.1,7.2,0,0,6,50.4,0
EMP10405,Marketing,Junior,Bachelor,,60.5,1.0,0.6,70.2,2.51,3.69,46.0,35.3,0,0,6,36.4,0
EMP10406,Engineering,Junior,Bachelor,63.0,43.8,0.8,0.4,60.1,3.95,3.26,44.0,20.4,1,0,6,52.9,0
EMP10407,Marketing,Junior,Bachelor,53.1,56.8,2.6,0.8,79.0,2.81,3.31,85.1,16.6,0,0,6,24.6,0
EMP10408,Sales,Mid,Master,67.1,85.6,7.8,4.2,65.4,4.52,4.34,69.4,42.1,2,1,6,45.5,1
EMP10409,Product,Senior,PhD,80.3,75.2,6.1,1.6,54.1,3.72,3.72,61.4,23.0,1,1,6,49.7,0
EMP10410,Operations,Junior,Bachelor,97.0,72.4,0.0,0.0,68.9,3.54,3.02,65.2,29.4,1,0,6,44.2,0
EMP10411,Operations,Senior,Bachelor,72.7,57.0,10.8,8.6,70.4,3.15,2.57,26.8,10.7,3,0,6,37.2,0
EMP10412,Sales,Lead,Diploma,63.6,50.0,9.7,7.1,81.1,4.1,4.33,62.0,57.3,3,0,6,48.8,0
EMP10413,Product,Junior,Master,59.0,55.2,2.1,1.2,73.5,3.18,3.37,53.0,30.9,4,0,6,19.0,0
EMP10414,Sales,Junior,Bachelor,78.1,69.4,0.0,0.0,74.5,3.06,3.98,79.7,30.9,1,0,6,36.1,0
EMP10415,Engineering,Lead,Bachelor,52.6,81.3,9.5,8.0,72.5,4.47,4.62,80.9,51.5,3,0,6,35.8,1
